OBJECTID,Crop2014,Acres,County,Comments,Source,Modified_B,Date_Data_,Last_Modif,DWR_Standa,GlobalID,Shape_Leng,Shape_Area,_count,_sum,_mean,_median,_stdev,_min,_max,_range,_minority,_majority,_variety,_variance
1161,Pistachios,16.705772840000002,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{05D2460C-0232-4CE4-98A4-37981A474B88},1038.725098476933681,67605.864124708299641,80,499,6.2375,7,1.63740457737237,1,8,7,1,7,"7",2.68109375
1192,Grapes,19.453227439999999,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{85746570-DFDF-4A46-8CF5-41ACC15224DD},1199.745296556371386,78724.418409346500994,87,175,2.01149425287356,2,0.106593316040181,2,3,1,3,2,"2",0.011362135024442
1216,Pistachios,38.974020160000002,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{146DE085-46C2-4454-A410-83802B0A8EFD},1584.925174439161310,157722.263772505219094,177,356,2.01129943502825,2,0.105696536349546,2,3,1,3,2,"2",0.011171757796291
1244,Almonds,71.651132120000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{14B408D4-9784-46FA-8823-3DF71C9EF8C2},2296.609935826527362,289961.844178020022810,326,1773,5.43865030674847,7,1.88656291989447,3,7,4,5,7,"5",3.55911965072075
1250,Grapes,18.753990020000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{4D3525B1-4A0E-40B8-AA26-847E316A133C},1180.717413625951622,75894.704952728163335,83,166,2,2,0,2,2,0,2,2,"1",0
1270,Almonds,75.281442819999995,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{45A28739-8367-45ED-9CEA-F18F38978EDB},2354.405533922179984,304653.190350645454600,324,804,2.48148148148148,2,0.51186203559575,2,4,2,4,2,"3",0.262002743484225
1341,Pistachios,37.788374240000003,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{8D940F11-5A32-4433-9A57-EE246A2F93C5},1575.623778857406251,152924.124991292977938,165,405,2.45454545454546,2,0.819863591422344,2,7,5,5,2,"5",0.672176308539945
1397,Wheat,36.273597709999997,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,G | GRAIN AND HAY CROPS,{553161BD-344C-4606-8A6C-E416A0ACE3F8},1549.497106768315007,146794.041837173892418,170,959,5.64117647058824,7,2.31505528419045,1,7,6,2,7,"7",5.35948096885813
1534,Grapes,19.436634699999999,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{EB480CB7-F41D-43A6-A5B8-5DB142EE103F},1193.233200699822419,78657.269949900946813,84,211,2.51190476190476,2,1.67256608965477,1,7,6,1,2,"3",2.79747732426304
1664,Citrus,9.954878960000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{54165B87-BB04-4029-802A-4DB72EB1DDCC},802.882914964767338,40285.965873855340760,40,75,1.875,2,0.330718913883074,1,2,1,1,2,"2",0.109375
1713,Almonds,79.701452419999995,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{9E86FE48-D9C8-4377-8B2E-BF225E283F21},3640.150332905521736,322540.334590698534157,358,1156,3.22905027932961,3,1.16419809250372,2,8,6,7,3,"7",1.35535719858931
1793,Citrus,56.422327979999999,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{04B117AD-C02C-40B8-844C-ACD211F18CA4},2020.893785145195807,228333.060360269912053,259,1809,6.98455598455598,7,0.248067620142223,3,7,4,3,7,"2",0.061537544163026
1808,Almonds,76.902656960000002,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{54983B69-3E24-4D26-8BD2-C6CCBF13CC05},3538.272267966063282,311214.011236118501984,348,1791,5.14655172413793,7,2.01397835118671,2,7,5,4,7,"4",4.05610879904873
1848,Pistachios,52.079553830000002,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{5F84CDA4-5CF2-4AD0-8DFB-E2FFC05A78C7},2107.216726713445951,210758.476891835161950,234,864,3.69230769230769,3,1.65359767562936,2,8,6,7,3,"7",2.73438527284681
1923,Grapes,18.615030430000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{1FD3A54B-6B79-4FF2-9831-676170DC2E07},1176.815625482315227,75332.355457421450410,86,157,1.82558139534884,2,0.379469043536761,1,2,1,1,2,"2",0.143996755002704
1997,Citrus,0.507523950000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{53964323-F830-4F27-8669-0474C74E1A0A},193.901925671104010,2053.876561180774843,2.28234898997859,15.8141215655643,6.92887969149393,5.5,3.06576533603557,2,8,6,2,8,"3",9.39891709563727
2017,Grapes,1.451725970000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{20344FD6-A299-4AED-9EA9-DA70EE988C3F},389.594128132971605,5874.926569906512668,6,38,6.33333333333333,7,1.49071198499986,3,7,4,3,7,"2",2.22222222222222
2077,Almonds,76.217554640000003,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{8525616B-E3FA-4500-8AA3-03F98523F19B},3537.049588802545259,308441.500514634302817,346,1286,3.71676300578035,3,1.55463392208423,2,7,5,4,3,"4",2.41688663169501
2081,Citrus,46.377364309999997,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{15909E31-D9CD-41E9-9900-AE48F82A9406},2085.176370047413002,187682.534631019952940,212,1475,6.95754716981132,7,0.437714500130012,2,7,5,2,7,"3",0.191593983624066
2165,Grapes,18.864515189999999,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{66CAA47F-D9B0-491D-A048-BB247C3CB2AB},1175.348583641667801,76341.984455013793195,78,155,1.98717948717949,2,0.112499543428104,1,2,1,1,2,"2",0.012656147271532
2218,Citrus,37.784561539999999,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{DE21249C-B073-42B7-BD3E-1B8ACFB3DE2E},1702.575526315971729,152908.695517857267987,177,1239,7,7,0,7,7,0,7,7,"1",0
2271,Pistachios,140.288659450000011,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{CD96D8D4-70C0-4A2D-A28F-91461240C68A},3876.931354003336310,567728.062469807337038,630,3175,5.03968253968254,3,2.75853881740957,2,8,6,2,8,"3",7.60953640715538
2291,Pistachios,38.967231300000002,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{6B99F3ED-968F-4DCA-A142-0D39C27AF34E},1585.670409805700274,157694.790254996158183,187,404,2.16042780748663,2,0.433781813704241,1,3,2,1,2,"3",0.188166661900541
2309,Grapes,18.248882580000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{54F67979-0F19-4D53-91AA-55A8B7CF2FAC},1785.823068019035190,73850.607681025721831,81,210,2.59259259259259,2,0.857469400206684,2,6,4,4,2,"5",0.73525377229081
2375,Grapes,9.096318580000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{F2729B4A-0394-4922-861A-3CE1B900704B},960.326942614230575,36811.495265347548411,47,273,5.80851063829787,7,1.94212318421175,2,7,5,2,7,"3",3.77184246265279
2444,Grapes,18.512473839999998,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{EAFC936A-CB94-4ADE-8F0C-624B73501591},1173.592107220880052,74917.323642093746457,94,267,2.84042553191489,2,1.5730657930091,2,7,5,7,2,"3",2.47453598913535
2511,Grapes,11.957189240000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{4956560A-014D-428E-BD13-05460E57A0E9},941.450224369526040,48389.028080098738428,57,245,4.29824561403509,4,1.64332688103109,2,7,5,2,3,"6",2.70052323791936
2553,Pistachios,39.089839380000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{3D96ED07-7066-4039-92DE-369204468397},1584.135295033906232,158190.967555671028094,171,843,4.92982456140351,3,2.79217567471337,2,8,6,7,8,"4",7.79624499846107
2666,Almonds,37.859714879999999,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{49C89C44-D590-4559-94EF-CC61FD45EA43},1977.531183409441837,153212.830298417276936,176,702,3.98863636363636,3,1.64796236567395,2,7,5,2,3,"6",2.71577995867768
2952,Almonds,41.290679689999997,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{44C32318-14AB-437D-A513-C2FD3669F941},2020.802124270790955,167097.452304399281275,182,1030,5.65934065934066,7,1.88819222934007,3,7,4,3,7,"2",3.5652698949402
2967,Almonds,30.092933590000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{BB62D632-06DA-4BC1-821B-0FFCD4723024},1389.427073351292393,121781.781561476716888,137,351,2.56204379562044,2,1.05927474065236,2,8,6,8,2,"3",1.12206297618413
3044,Grapes,28.981210420000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{135BAFCE-2F31-491B-BB84-D4641F6A9262},1626.878456217373241,117282.797510525080725,123,256,2.08130081300813,2,0.470140887635803,1,5,4,1,2,"5",0.221032454226981
3056,Almonds,34.588247830000000,Fresno,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{D27882C9-3A09-46DD-BB67-B8E6A6D05BAD},1587.319876508403922,139973.672865235217614,156,312,2,2,0,2,2,0,2,2,"1",0
3164,Grapes,27.325194589999999,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{D76EC23F-87CC-41D8-B906-64A7F352285A},1532.674290753354398,110581.139228887492209,133,235,1.76691729323308,2,0.422794463744649,1,2,1,1,2,"2",0.178755158573125
3246,Idle,23.918167279999999,Fresno,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,I | IDLE,{A6F39D07-C192-4F02-94FE-4249CE4D53E1},1231.906319454709092,96793.388855536832125,109,311,2.85321100917431,2,1.69091304836367,1,6,5,3,2,"4",2.85918693712651
3275,Grapes,31.624186940000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{CFCD2E6D-D98C-41BB-B254-398400B09433},1735.294000877167946,127978.544003774106386,133,268,2.01503759398496,2,0.17276880139964,2,4,2,4,2,"2",0.029849058737068
3316,Citrus,58.162451300000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{69FB2462-C8B1-434A-862D-B8EED4BE92D6},3792.188570070164587,235375.089566582551925,266,1768,6.64661654135338,7,1.19959572589728,2,7,5,5,7,"5",1.43902990559103
3532,Almonds,59.232816079999999,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{B8B1F53B-20AE-43BF-80F9-DA9B6F8384AF},2773.037861992100716,239706.702187287679408,280,889,3.175,3,1.08960182766786,2,8,6,8,3,"4",1.18723214285714
3661,Almonds,37.199912220000002,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{E9924BF6-AF6C-4855-99AB-576E603E2C23},1952.792011578266283,150542.703680315928068,174,863,4.95977011494253,3,1.99527947341668,3,7,4,4,3,"3",3.98114017703793
3759,Citrus,33.508951369999998,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{9485E6E3-5DD3-48E6-A8BD-FF37D3D6D65E},1728.013859704086144,135605.915042941749562,158,1102,6.9746835443038,7,0.317214280661814,3,7,4,3,7,"2",0.100624899855792
3890,Citrus,17.761316720000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{45FA1F5C-EFDB-4CB8-92D4-A0EA3883C6D7},1136.883859713629818,71877.498650803870987,83,616,7.42168674698795,8,1.2998654418565,2,8,6,2,8,"3",1.68965016693279
3898,Grapes,9.129146110000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{5946B2A7-6ABC-4721-B8C5-78E5BA489A24},768.884927307639941,36944.343562705929799,42,305,7.26190476190476,7,0.692116278749935,6,8,2,6,7,"3",0.479024943310658
3906,Grapes,18.487426930000002,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{5F29133A-2154-42F5-9A45-2F8359AD2684},1168.930065587087029,74815.962420559080783,84,211,2.51190476190476,3,0.499858256552786,2,3,1,2,3,"2",0.249858276643991
3964,Citrus,28.440524170000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{647627EC-8683-41CB-8101-B9FC2E175840},1391.658319292887427,115094.717887803199119,126,878,6.96825396825397,7,0.354931424999967,3,7,4,3,7,"2",0.125976316452507
4017,Grapes,17.919686550000002,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{907DEBD9-2959-450E-A6ED-7826013195CC},1135.708196509545587,72518.398611607684870,76,218,2.86842105263158,3,0.635405077244717,2,7,5,4,3,"4",0.403739612188365
4018,Idle,63.089357829999997,Fresno,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,I | IDLE,{2CBD18C0-0F24-465B-96B7-373E7254FB19},2460.908267290349613,255313.572908823378384,282,441,1.56382978723404,2,0.633998522913093,1,6,5,3,2,"4",0.401954127055983
4038,Pistachios,19.028712349999999,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{018AFCED-FF50-4C40-AAE9-3D33D16E3BA9},1107.069366429415140,77006.466800156806130,81,433,5.34567901234568,5,2.43006118821078,2,8,6,4,8,"7",5.90519737844841
4178,Grapes,11.592432110000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{A3C3CA86-F914-49BA-9E48-4D15E942DABC},867.724124707885949,46912.908329319056065,53,347,6.54716981132075,7,1.26738533009409,3,7,4,3,7,"2",1.6062655749377
4226,Grapes,18.832918549999999,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{1DB79310-2C55-4C79-BD43-0A531397AB5D},1176.074467408387591,76214.117390771047212,78,146,1.87179487179487,2,0.334318072061674,1,2,1,1,2,"2",0.111768573307034
4266,Citrus,20.809993720000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{F7DD46AF-E409-4C51-92C9-925347495B94},1256.556618539050532,84215.056755767145660,91,713,7.83516483516483,8,0.892751473036919,3,8,5,3,8,"2",0.797005192609588
4349,Citrus,76.450612120000002,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{A5FD86D4-6E24-4E71-A888-0A508876C499},2361.755440142079351,309384.650656136334874,340,2705,7.95588235294118,8,0.467591561634843,3,8,5,3,8,"2",0.218641868512111
4364,Grapes,12.547794320000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{DB3C45DC-CE85-4DAC-AB4A-66AF9F49CB5B},909.653341840182293,50779.122041535396420,54,105,1.94444444444444,2,0.229061423645425,1,2,1,1,2,"2",0.052469135802469
4378,Almonds,72.900432660000007,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{FEA4ED0F-CF49-4DE8-B8C2-382C4575B233},2269.766028129120059,295017.584124475019053,312,2488,7.97435897435897,8,0.319228194820225,4,8,4,4,8,"2",0.10190664036818
4385,Citrus,9.434774320000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{88E0429A-2E3A-4F81-80EE-4A9A6E2B8343},781.635516321219711,38181.177042981216800,42,84,2,2,0,2,2,0,2,2,"1",0
4456,Grapes,35.441929450000003,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{11721D62-8149-482A-9449-F62A44A71AAD},2009.460696890685540,143428.399815330456477,161,322,2,2,0,2,2,0,2,2,"1",0
4563,Grapes,17.752987789999999,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{D59B9E04-8321-44E8-9BA3-BE69F2E548D0},1149.131614394408189,71843.792661529529141,80,160,2,2,0,2,2,0,2,2,"1",0
4699,Grapes,4.216796850000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{F1E26F25-A972-4D3A-8B54-CADB732EF4C8},559.986952883659342,17064.771410243280116,18,43,2.38888888888889,2,0.487498021521785,2,3,1,3,2,"2",0.237654320987654
4747,Almonds,26.834710540000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{AB1B29E3-ED4A-4835-BF2A-B357E3000984},1543.993218027049579,108596.220699413417606,114,338,2.96491228070175,3,0.262572448194663,2,4,2,4,3,"3",0.068944290550939
4816,Idle,313.527000450000003,Fresno,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,I | IDLE,{B661FE64-4AE6-4123-878F-EF4063D4970B},4761.054254784865407,1268798.755362054100260,1424,1531,1.0751404494382,1,0.34851205779895,1,6,5,6,1,"4",0.121460654431259
4852,Almonds,16.159420630000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{9FDDEC5E-9890-4A06-AF5B-A3A28AB12CB2},1122.710192139561059,65394.855138154904125,78,267,3.42307692307692,3,1.58938167923503,2,7,5,4,3,"6",2.52613412228797
4870,Cherries,34.191793339999997,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{0F2B288C-F1CB-4B96-81C6-C8DE24B30128},1564.915875265802242,138369.278469098178903,149,371,2.48993288590604,2,0.499898642940565,2,3,1,3,2,"2",0.249898653213819
4933,Wheat,27.758610699999998,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,G | GRAIN AND HAY CROPS,{A05A2990-40D4-4167-9DD8-CE267AC48A93},1324.673472468219416,112335.111978790053399,126,876,6.95238095238095,7,0.212958854999981,6,7,1,6,7,"2",0.045351473922903
5011,Almonds,38.535998380000002,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{E9E37776-782D-4392-8389-7711E242F848},1983.520929093092718,155949.652524916047696,168,670,3.98809523809524,3,1.57354655248406,2,7,5,2,3,"6",2.47604875283447
5029,Pistachios,27.922977060000001,Fresno,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{A2C8BFF1-7305-441B-B83C-F1C7B085A945},1546.479451939371302,113000.279031501006102,131,686,5.23664122137405,6,1.30665975333006,2,6,4,4,6,"5",1.70735971097256
5098,Cotton,25.473105640000000,Fresno,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,F | FIELD CROPS,{F00346B3-89D4-4A93-8775-58B9B87A6A44},1306.814635470935400,103086.001143817091361,114,114,1,1,0,1,1,0,1,1,"1",0
5132,Almonds,37.855160370000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{2768D5BD-8853-44A9-96C0-CA8317FD40D4},1589.576061631536732,153194.398851938196458,169,536,3.17159763313609,3,1.15646796653757,2,7,5,7,3,"3",1.33741815762754
5553,Grapes,23.583286359999999,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{D40856B4-12F0-4882-9442-E4973235CB37},1422.757978777213793,95438.173870758953854,105,210,2,2,0,2,2,0,2,2,"1",0
5568,Almonds,38.368449669999997,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{A1CC3AD8-DC7E-40D1-9EE7-17FEAE08C600},1979.668139080255969,155271.606975894799689,167,849,5.08383233532934,7,1.99824226247801,3,7,4,3,7,"2",3.99297213955324
5579,Grapes,18.125124110000002,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{7E2F2AB9-3CAF-46D7-B2C1-EA5435C1FD34},1165.840075433563925,73349.774912570428569,89,176,1.97752808988764,2,0.148212426497449,1,2,1,1,2,"2",0.021966923368262
5582,Citrus,5.152430240000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{E3275238-4363-4EBA-AAB4-F2950F5D39FF},600.571697123966601,20851.145413831243786,28,192,6.85714285714286,7,0.742307488958091,3,7,4,3,7,"2",0.551020408163266
